URN,LAESTAB,School name,Ofsted phase,Type of education,Sixth form,Designated religious character,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,The income deprivation affecting children index (IDACI) quintile,Total pupils,Inspection date,Overall effectiveness,16 to 19 study programmes,Early years provision (where applicable),Outcomes for children and learners,"Quality of teaching, learning and assessment","Personal development, behaviour and welfare",Effectiveness of leadership and management,Previous full inspection date,Previous full inspection overall effectiveness,Previous 16 to 19 study programmes,Previous early years provision (where applicable),Previous outcomes for children and learners,"Previous quality of teaching, learning and assessment","Previous personal development, behaviour and welfare",Previous effectiveness of leadership and management
134751,3733433,Pipworth Community Primary School ,Primary,Community School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Sheffield Central,S2 1AA,5,456,05/03/2014,2,9,9,2,2,9,2,02/04/2009,2,9,2,2,2,9,2
134779,3563525,Woodley Primary School,Primary,Community School,Does not have a sixth form,Does not apply,North West,North West,Stockport,Hazel Grove,SK6 1LH,3,465,11/03/2015,2,9,2,2,2,9,2,11/05/2012,2,9,8,2,2,9,2
134845,3572081,Ravensfield Primary School,Primary,Community School,Does not have a sixth form,Does not apply,North West,North West,Tameside,Denton and Reddish,SK16 4JG,4,463,16/07/2015,2,9,2,2,2,9,2,13/01/2012,2,9,8,2,2,9,2
134883,3563526,Moorfield Primary School,Primary,Community School,Does not have a sixth form,Does not apply,North West,North West,Stockport,Cheadle,SK7 5HP,1,431,19/04/2013,2,9,9,2,2,9,2,22/07/2010,2,9,2,2,2,9,2
135008,3563528,Meadowbank Primary School,Primary,Community School,Does not have a sixth form,Does not apply,North West,North West,Stockport,Cheadle,SK8 2LE,3,459,22/01/2014,2,9,9,2,2,9,2,04/05/2011,2,9,2,2,2,9,2
135071,3556905,Salford City Academy,Secondary,Academy Sponsor Led,Has a sixth form,Christian,North West,North West,Salford,Worsley and Eccles South,M30 7PQ,5,585,23/09/2015,2,2,9,2,2,2,2,29/01/2014,4,9,9,4,3,9,3
135122,3574028,Denton Community College,Secondary,Community School,Does not have a sixth form,Does not apply,North West,North West,Tameside,Denton and Reddish,M34 3NG,4,1168,22/10/2015,2,9,9,2,2,2,2,16/10/2013,3,9,9,3,3,9,3
135199,3597023,Newbridge Learning Community,Special,Community Special School,Not applicable,Does not apply,North West,North West,Wigan,Makerfield,WN2 3TL,5,74,09/11/2012,2,9,9,2,2,9,2,26/11/2009,3,9,9,3,2,9,2
135262,3566905,Stockport Academy,Secondary,Academy Sponsor Led,Does not have a sixth form,Christian,North West,North West,Stockport,Stockport,SK3 0UP,4,704,06/03/2015,2,3,9,2,2,9,2,07/03/2013,3,9,9,3,3,9,3
135287,3737043,Seven Hills School,Special,Community Special School,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Heeley",S2 2RJ,5,160,25/01/2013,1,9,9,1,1,9,1,08/07/2010,3,2,9,3,2,9,2
135307,3553806,St Edmund's RC Primary School,Primary,Voluntary Aided School,Does not have a sixth form,Roman Catholic,North West,North West,Salford,Worsley and Eccles South,M38 0WH,5,371,22/06/2016,2,9,2,2,2,2,2,18/06/2014,3,9,9,3,3,9,3
135504,3551105,The Clifton Centre,PRU,Pupil Referral Unit,Not applicable,Does not apply,North West,North West,Salford,Salford and Eccles,M27 8GW,NULL,60,05/11/2014,2,9,9,2,2,9,2,04/11/2011,2,9,9,2,2,9,2
135508,3576905,New Charter Academy,Secondary,Academy Sponsor Led,Has a sixth form,None,North West,North West,Tameside,Ashton-under-Lyne,OL6 8RF,5,1386,01/03/2017,4,4,9,4,4,4,4,26/02/2015,3,2,9,3,3,9,2
135661,3556906,Oasis Academy MediaCityUK,Secondary,Academy Sponsor Led,Does not have a sixth form,Christian,North West,North West,Salford,Salford and Eccles,M50 3UQ,5,484,09/06/2016,2,9,9,3,2,2,2,06/06/2014,4,9,9,4,4,9,4
135746,3562284,Alexandra Park Primary School,Primary,Community School,Does not have a sixth form,Does not apply,North West,North West,Stockport,Stockport,SK3 9RF,4,410,20/02/2014,2,9,9,2,2,9,2,25/05/2011,2,9,2,2,2,9,2
135815,3737044,Paces High Green School for Conductive Education,Special,Non-Maintained Special School,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Penistone and Stocksbridge,S35 3HY,3,35,16/10/2013,1,9,9,1,1,9,1,04/11/2010,2,9,2,2,2,9,2
135841,3593438,Leigh St Peter's CofE Primary School,Primary,Voluntary Aided School,Does not have a sixth form,Church of England,North West,North West,Wigan,Leigh,WN7 4TP,5,422,04/05/2017,2,9,2,2,2,2,2,13/03/2015,3,9,3,3,3,9,3
135864,3576906,Droylsden Academy,Secondary,Academy Sponsor Led,Not applicable,Does not apply,North West,North West,Tameside,Ashton-under-Lyne,M43 6QD,5,865,02/10/2015,3,9,9,3,3,2,2,06/03/2014,4,9,9,4,4,9,3
135934,3736907,Parkwood E-Act Academy,Secondary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S5 8UL,5,839,30/01/2014,2,9,9,2,2,9,2,25/05/2012,3,9,9,3,3,9,2
135952,3551106,The Canterbury Centre,PRU,Pupil Referral Unit,Not applicable,Does not apply,North West,North West,Salford,Salford and Eccles,M5 5AG,NULL,21,20/01/2016,2,9,9,2,2,2,2,24/10/2013,3,9,9,3,3,9,3
135961,3846905,Outwood Grange Academy,Secondary,Academy Sponsor Led,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Morley and Outwood,WF1 2PF,2,2128,09/02/2012,1,9,9,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136005,3843343,Horbury St Peter's and Clifton CofE (VC) Primary School,Primary,Voluntary Controlled School,Does not have a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Wakefield,WF4 5BE,3,355,31/01/2012,2,9,8,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136076,3552041,River View Community Primary School,Primary,Community School,Does not have a sixth form,Does not apply,North West,North West,Salford,Blackley and Broughton,M7 1QZ,5,513,19/06/2014,2,9,9,2,2,9,2,28/02/2013,3,9,9,3,3,9,2
136079,3552042,Willow Tree Primary School,Primary,Community School,Does not have a sixth form,Does not apply,North West,North West,Salford,Salford and Eccles,M6 5TJ,5,503,25/06/2015,2,9,2,2,2,9,2,21/09/2011,2,9,2,2,2,9,2
136080,3552043,Holy Family VA RC Primary School,Primary,Voluntary Aided School,Does not have a sixth form,None,North West,North West,Salford,Salford and Eccles,M6 5WX,5,240,10/10/2013,2,9,9,2,2,9,2,15/02/2012,3,9,8,3,3,9,3
136087,3583332,St Vincent's Catholic Primary School,Primary,Voluntary Aided School,Does not have a sixth form,Roman Catholic,North West,North West,Trafford,Altrincham and Sale West,WA15 8EY,1,635,14/10/2011,1,9,1,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136273,3575400,Audenshaw School,Secondary,Academy Converter,Has a sixth form,None,North West,North West,Tameside,Denton and Reddish,M34 5NB,4,1086,24/02/2016,3,3,9,3,3,3,3,08/10/2014,4,3,9,4,3,9,3
136297,3585405,Urmston Grammar Academy,Secondary,Academy Converter,Has a sixth form,None,North West,North West,Trafford,Stretford and Urmston,M41 5UG,2,956,06/11/2008,1,1,9,1,2,9,1,02/02/2006,1,2,9,1,2,9,1
136376,3582005,Park Road Academy Primary School,Primary,Academy Converter,Not applicable,Does not apply,North West,North West,Trafford,Altrincham and Sale West,WA14 5AP,1,257,27/11/2008,1,9,1,1,1,9,1,13/10/2005,2,9,2,2,2,9,2
136377,3585400,Wellington School,Secondary,Academy Converter,Has a sixth form,None,North West,North West,Trafford,Altrincham and Sale West,WA15 7RH,1,1396,03/03/2017,2,2,9,2,2,2,2,26/06/2013,2,9,9,2,2,9,2
136378,3584016,Wellacre Technology Academy,Secondary,Academy Converter,Has a sixth form,None,North West,North West,Trafford,Stretford and Urmston,M41 6AP,2,699,10/05/2017,2,2,9,2,2,2,2,21/05/2015,3,3,9,3,3,9,3
136394,3844009,Wakefield City Academy,Secondary,Academy Converter,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Wakefield,WF1 4SF,5,631,15/03/2013,1,9,9,1,1,9,1,27/09/2007,1,9,9,1,1,9,1
136430,3563530,"St. Joseph's Catholic Primary School, Reddish",Primary,Voluntary Aided School,Does not have a sixth form,Roman Catholic,North West,North West,Stockport,Denton and Reddish,SK5 6BG,4,519,29/03/2017,2,9,2,2,2,2,2,12/03/2015,3,9,2,3,3,9,3
136458,3585404,Altrincham Grammar School for Boys,Secondary,Academy Converter,Has a sixth form,None,North West,North West,Trafford,Altrincham and Sale West,WA14 2RS,1,1280,22/11/2007,1,1,9,1,2,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136462,3844023,Ossett Academy and Sixth Form College,Secondary,Academy Converter,Has a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Wakefield,WF5 0DG,2,1687,25/09/2013,2,9,9,2,2,9,1,11/05/2012,3,9,9,3,3,9,2
136498,3584029,Sale Grammar School,Secondary,Academy Converter,Has a sixth form,None,North West,North West,Trafford,Wythenshawe and Sale East,M33 3NH,1,1247,22/11/2006,1,1,9,2,2,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136593,3575402,Fairfield High School for Girls,Secondary,Academy Converter,Does not have a sixth form,None,North West,North West,Tameside,Ashton-under-Lyne,M43 6AB,4,971,24/01/2013,1,9,9,1,1,9,1,04/12/2007,2,9,9,2,2,9,2
136613,3844026,Airedale Academy,Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF10 3JU,5,815,13/11/2013,2,9,9,2,2,9,2,18/09/2008,2,9,9,2,2,9,1
136633,3844015,Castleford Academy,Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF10 4JQ,4,1267,25/09/2014,2,3,9,2,2,9,2,26/09/2012,2,9,9,2,2,9,2
136965,3584014,Flixton Girls School,Secondary,Academy Converter,Does not have a sixth form,None,North West,North West,Trafford,Stretford and Urmston,M41 5DR,2,840,05/03/2014,2,9,9,2,2,9,1,04/03/2011,2,9,9,2,2,9,2
136987,3554050,The Swinton High School,Secondary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Salford,Salford and Eccles,M27 6JU,4,666,11/11/2015,2,9,9,2,2,2,2,07/03/2012,2,9,9,2,2,9,2
137001,3844029,Crofton Academy,Secondary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Hemsworth,WF4 1NF,3,1015,24/05/2017,3,9,9,3,3,3,3,29/11/2011,1,9,9,1,2,9,1
137011,3844030,"Minsthorpe Community College, A Specialist Science College",Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Hemsworth,WF9 2UJ,4,1525,05/03/2014,2,9,9,2,2,9,2,15/03/2012,3,9,9,3,3,9,3
137020,3575401,West Hill School,Secondary,Academy Converter,Does not have a sixth form,None,North West,North West,Tameside,Stalybridge and Hyde,SK15 1LX,4,833,16/11/2016,2,9,9,2,2,2,2,04/12/2014,3,9,9,3,3,9,3
137148,3842142,Jerry Clay Academy,Primary,Academy Converter,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Morley and Outwood,WF2 0NP,2,207,16/03/2017,1,9,2,1,1,1,1,10/07/2013,2,9,9,2,2,9,2
137289,3585407,Altrincham Grammar School for Girls,Secondary,Academy Converter,Has a sixth form,None,North West,North West,Trafford,Altrincham and Sale West,WA14 2NL,1,1319,18/09/2008,1,1,9,1,1,9,1,10/11/2005,1,1,9,1,1,9,1
137322,3571103,Tameside Pupil Referral Service,PRU,Pupil Referral Unit,Not applicable,Does not apply,North West,North West,Tameside,Denton and Reddish,SK16 4UJ,NULL,119,16/01/2013,2,9,9,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137400,3734253,Yewlands Academy,Secondary,Academy Converter,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S35 8NN,5,873,07/10/2015,4,9,9,4,4,3,4,12/03/2014,4,9,9,4,4,9,3
137438,3842131,Rooks Nest Academy,Primary,Academy Converter,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Morley and Outwood,WF1 3DX,2,384,11/10/2007,1,9,1,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137448,3594025,Fred Longworth High School,Secondary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Wigan,Leigh,M29 8JN,3,1278,11/05/2010,1,9,9,1,1,9,1,01/03/2007,2,9,9,2,2,9,1
137542,3562057,Mellor Primary School,Primary,Academy Converter,Not applicable,Does not apply,North West,North West,Stockport,Hazel Grove,SK6 5PL,1,214,11/04/2013,2,9,9,2,2,9,2,22/10/2008,1,9,1,1,1,9,1
137556,3552090,Broadoak Primary School,Primary,Academy Converter,Not applicable,Does not apply,North West,North West,Salford,Worsley and Eccles South,M27 0EP,1,463,12/03/2009,1,9,2,2,2,9,1,04/07/2006,2,9,1,2,2,9,2
137596,3731100,Sheffield Inclusion Centre,PRU,Pupil Referral Unit,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Heeley",S2 2JQ,NULL,251,07/06/2017,3,9,9,3,3,2,3,25/03/2015,3,9,9,3,3,9,3
137643,3842061,Gawthorpe Community Academy,Primary,Academy Converter,Not applicable,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Wakefield,WF5 9QP,4,253,18/11/2008,1,9,1,1,1,9,1,06/12/2005,1,9,1,1,1,9,1
137655,3844504,The Freeston Academy,Secondary,Academy Converter,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF6 1HZ,3,742,02/11/2016,3,9,9,3,3,3,3,08/01/2015,4,9,9,3,3,9,3
137737,3842116,South Ossett Infant Academy,Primary,Academy Converter,Not applicable,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Wakefield,WF5 0BE,2,125,21/07/2010,1,9,1,1,1,9,1,04/03/2008,1,9,1,1,1,9,1
137764,3844506,Cathedral Academy,Secondary,Academy Converter,Has a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Wakefield,WF2 8QF,5,758,10/11/2016,3,1,9,3,3,2,2,25/09/2014,3,1,9,3,3,9,3
137783,3594002,Lowton Church of England High School,Secondary,Foundation School,Does not have a sixth form,Church of England,North West,North West,Wigan,Leigh,WA3 1DU,3,564,14/12/2016,3,9,9,3,3,2,2,22/01/2015,3,9,9,3,3,9,2
137843,3564039,Cheadle Hulme High School,Secondary,Academy Converter,Has a sixth form,Does not apply,North West,North West,Stockport,Cheadle,SK8 7JY,1,1621,11/12/2014,1,1,9,1,1,9,1,21/09/2011,1,9,9,1,1,9,1
137923,3564036,Hazel Grove High School,Secondary,Academy Converter,Has a sixth form,Does not apply,North West,North West,Stockport,Cheadle,SK7 5JX,2,1157,04/12/2014,2,3,9,2,2,9,2,21/02/2013,2,9,9,2,2,9,2
137951,3572000,Silver Springs Primary Academy,Primary,Academy Sponsor Led,Does not have a sixth form,None,North West,North West,Tameside,Stalybridge and Hyde,SK15 1EA,5,397,28/03/2014,2,9,9,2,2,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137967,3843006,Horbury Bridge Church of England Junior and Infant Academy,Primary,Academy Converter,Does not have a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Wakefield,WF4 5PS,2,141,11/07/2013,2,9,9,2,2,9,2,25/03/2010,1,9,2,2,2,9,1
138006,3844031,De Lacy Academy,Secondary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF11 0BZ,5,558,25/01/2017,2,9,9,2,2,2,2,12/02/2015,3,2,9,3,3,9,3
138036,3592036,Tyldesley Primary School,Primary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Wigan,Leigh,M29 7PY,1,402,25/11/2010,1,9,2,1,1,9,1,07/02/2007,2,9,2,2,2,9,1
138069,3734234,Tapton School,Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Hallam",S10 5RG,1,1682,06/12/2012,1,9,9,1,1,9,1,30/01/2007,1,1,9,1,2,9,1
138110,3594035,Hawkley Hall High School,Secondary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Wigan,Makerfield,WN3 5NY,2,994,16/09/2009,1,9,9,1,2,9,1,07/12/2006,3,9,9,3,3,9,3
138123,3585401,Ashton-on-Mersey School,Secondary,Academy Converter,Has a sixth form,None,North West,North West,Trafford,Altrincham and Sale West,M33 5BP,2,1439,25/04/2013,1,9,9,1,1,9,1,03/12/2008,1,2,9,1,1,9,1
138124,3584012,Broadoak School,Secondary,Academy Converter,Does not have a sixth form,None,North West,North West,Trafford,Stretford and Urmston,M31 4BU,5,375,20/05/2015,2,9,9,2,2,9,2,03/11/2011,1,9,9,2,2,9,1
138130,3557025,Oakwood Academy,Special,Academy Special Converter,Has a sixth form,Does not apply,North West,North West,Salford,Salford and Eccles,M30 9DY,5,192,17/07/2013,1,9,9,1,1,9,1,03/10/2007,1,9,9,1,1,9,1
138134,3585900,Saint Ambrose College,Secondary,Academy Converter,Has a sixth form,Roman Catholic,North West,North West,Trafford,Altrincham and Sale West,WA15 0HE,1,991,09/07/2009,1,1,9,1,1,9,1,24/11/2005,2,2,9,2,3,9,2
138207,3572061,Denton West End Primary School,Primary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Tameside,Denton and Reddish,M34 2JX,3,471,14/05/2014,2,9,9,2,2,9,2,13/07/2010,1,9,2,1,2,9,1
138229,3594006,Wigan UTC,Secondary,University Technical College,Has a sixth form,Does not apply,North West,North West,Wigan,Wigan,WN1 1RP,3,112,20/05/2015,2,2,9,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138233,3594005,Atherton Community School,Secondary,Free School,Has a sixth form,Christian,North West,North West,Wigan,Leigh,M46 0AY,4,372,05/06/2014,2,9,9,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138293,3843019,Crigglestone St James CofE Primary Academy,Primary,Academy Converter,Does not have a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Wakefield,WF4 3HY,2,315,16/07/2014,2,9,9,2,2,9,2,01/05/2013,3,9,9,3,3,9,3
138332,3842100,The Vale Primary Academy,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF11 8JF,4,259,09/05/2013,1,9,9,1,1,9,1,11/10/2007,1,9,1,1,1,9,1
138337,3735401,All Saints' Catholic High School,Secondary,Academy Converter,Has a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Heeley",S2 2RJ,4,1342,07/03/2014,2,9,9,2,2,9,2,11/03/2011,1,1,9,2,2,9,1
138361,3735400,Notre Dame High School,Secondary,Academy Converter,Has a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Hallam",S10 3BT,2,1456,18/09/2008,1,1,9,1,1,9,1,21/09/2005,1,1,9,1,1,9,1
138401,3842002,Willow Green Academy,Primary,Academy Sponsor Led,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF11 8PT,3,241,19/03/2014,2,9,9,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138414,3734000,Chaucer School,Secondary,Academy Sponsor Led,Not applicable,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S5 8NH,5,828,13/04/2016,4,9,9,4,4,4,4,25/06/2014,3,9,9,3,3,9,3
138416,3552000,Dukesgate Academy,Primary,Academy Sponsor Led,Not applicable,None,North West,North West,Salford,Worsley and Eccles South,M38 9HF,5,229,18/06/2014,2,9,9,2,2,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138417,3552001,Marlborough Road Academy,Primary,Academy Sponsor Led,Not applicable,None,North West,North West,Salford,Blackley and Broughton,M7 4XD,5,474,18/06/2014,2,9,9,2,2,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138418,3554000,The Albion Academy,Secondary,Academy Sponsor Led,Not applicable,None,North West,North West,Salford,Salford and Eccles,M6 6QT,5,731,07/07/2016,3,9,9,3,3,3,3,25/06/2014,3,9,9,3,3,9,2
138464,3585901,Loreto Grammar School,Secondary,Academy Converter,Has a sixth form,Roman Catholic,North West,North West,Trafford,Altrincham and Sale West,WA14 4AH,1,1062,16/10/2008,1,1,9,1,1,9,1,09/12/2005,1,1,9,1,2,9,1
138535,3842101,Simpson's Lane Academy,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF11 0PL,5,350,30/05/2012,2,9,8,2,2,9,2,26/06/2009,2,9,2,2,2,9,2
138543,3553802,Broughton Jewish Cassel Fox Primary School,Primary,Academy Converter,Does not have a sixth form,Jewish,North West,North West,Salford,Blackley and Broughton,M7 4RT,1,466,15/09/2016,2,9,2,2,2,2,2,18/06/2014,3,9,9,3,3,9,2
138545,3734279,Meadowhead School Academy Trust,Secondary,Academy Converter,Has a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Heeley",S8 8BR,3,1890,08/10/2014,2,2,9,2,2,9,2,01/03/2012,3,9,9,3,3,9,3
138593,3844000,The Featherstone Academy,Secondary,Academy Sponsor Led,Not applicable,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Hemsworth,WF7 5AJ,4,328,08/02/2017,2,9,9,2,2,1,2,04/03/2015,3,9,9,3,3,9,1
138614,3584024,Altrincham College of Arts,Secondary,Academy Converter,Has a sixth form,None,North West,North West,Trafford,Altrincham and Sale West,WA15 8QW,3,943,08/03/2017,2,2,9,2,2,2,2,25/05/2011,1,9,9,1,1,9,1
138654,3582009,Elmridge Primary School,Primary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Trafford,Altrincham and Sale West,WA15 0JF,1,236,10/12/2007,1,9,1,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138698,3554018,Beis Yaakov High School,Secondary,Academy Converter,Does not have a sixth form,Jewish,North West,North West,Salford,Blackley and Broughton,M7 4FF,1,298,16/12/2015,2,9,9,2,2,2,2,17/09/2014,4,9,9,2,2,9,4
138699,3594501,The Byrchall High School,Secondary,Academy Converter,Does not have a sixth form,None,North West,North West,Wigan,Makerfield,WN4 9PQ,3,879,04/03/2015,2,9,9,2,2,9,2,11/04/2013,3,9,9,3,3,9,3
138707,3844028,Horbury Academy,Secondary,Academy Converter,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Wakefield,WF4 5HE,3,1039,10/11/2010,2,9,9,2,2,9,2,19/06/2008,3,9,9,3,3,9,3
138788,3582001,Forest Gate Academy,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,North West,North West,Trafford,Stretford and Urmston,M31 4PN,5,275,14/05/2014,2,9,9,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138828,3733414,"St Thomas of Canterbury School, a Catholic Voluntary Academy",Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Heeley",S8 7TR,3,256,21/05/2014,1,9,9,1,1,9,1,25/06/2009,2,9,2,2,2,9,2
138830,3733412,St Wilfrid's Catholic Primary School,Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Hallam",S7 2HE,1,300,23/10/2007,1,9,1,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138841,3734230,King Ecgbert School,Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Hallam",S17 3QU,2,1256,22/05/2013,1,9,9,1,1,9,1,17/03/2011,2,3,9,2,2,9,2
138848,3733406,"St Marie's School, A Catholic Voluntary Academy",Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Hallam",S10 3DQ,2,288,13/06/2013,2,9,9,2,2,9,2,10/09/2010,3,9,2,3,3,9,2
138925,3734280,Fir Vale School,Secondary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,"Sheffield, Brightside and Hillsborough",S4 8GB,5,1012,03/06/2015,2,9,9,2,2,9,2,11/07/2013,3,9,9,3,3,9,3
138941,3843329,Sacred Heart Catholic Primary School,Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Hemsworth,WF9 4LJ,5,132,23/05/2013,2,9,9,2,2,9,2,24/03/2010,2,9,3,2,2,9,2
138946,3843332,St Ignatius Catholic Primary School,Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Wakefield,WF5 0DQ,3,160,24/06/2015,2,9,2,2,2,9,2,07/06/2013,3,9,9,3,3,9,3
138947,3843333,St Joseph's Catholic Primary School,Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF8 4AA,3,260,08/03/2012,1,9,8,1,1,9,1,10/05/2007,2,9,3,2,2,9,2
138949,3843327,St Joseph's Catholic Primary School Castleford,Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,"Normanton, Pontefract and Castleford",WF10 4JB,4,213,10/11/2011,2,9,2,2,2,9,2,11/03/2009,2,9,2,2,2,9,2
138950,3844800,"St Thomas a Becket Catholic Secondary School, A Voluntary Academy",Secondary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Hemsworth,WF2 6EQ,4,704,08/05/2014,2,9,9,2,2,9,2,30/05/2012,3,9,9,3,3,9,2
138951,3844604,St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,Secondary,Academy Converter,Has a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Hemsworth,WF7 6BD,3,1644,22/03/2012,2,9,9,2,2,9,2,17/05/2007,2,3,9,2,2,9,2
